Date,Open,High,Low,Close,Volume,SMA_50,EMA_50,RSI,MACD,Upper_Band,Lower_Band,Target
2025-01-01,137.45401188473625,151.41724616513116,133.75135330796385,142.92139650828742,153302,,142.92139650828742,,0.0,,,0
2025-01-02,195.07143064099162,205.79335796787404,184.23341169342447,194.56454723081134,181234,,144.94661810524914,,4.119681539118744,,,1
2025-01-03,173.19939418114052,179.38994650686706,155.74047746361236,156.34689870510675,69675,,145.39368793269455,,4.251703015988966,,,0
2025-01-06,159.86584841970367,176.14174881384264,145.22135069151244,155.7728693800935,123997,,145.80071465612195,,4.260894676886352,,,0
2025-01-07,115.60186404424365,129.29648749532123,99.47064108701466,110.8102972180327,198087,,144.4285414232557,,0.6327810230445436,,,0
2025-01-08,115.59945203362027,118.85179082051809,102.42378469940591,108.97564778521918,190905,,143.0382318688229,,-2.363323145096359,,,0
2025-01-09,105.80836121681995,124.0269049066968,91.9628299264629,110.56552027482803,57896,,141.76479219847016,,-4.556938313043105,,,1
2025-01-10,186.6176145774935,203.0683594359569,169.63370154618713,187.4745201451102,99733,,143.55733054931878,,-0.08846088160515819,,,1
2025-01-13,160.1115011743209,179.10749944015936,155.11814099713717,169.70139416749777,91800,,144.58258794611012,,1.9956918528640983,,,0
2025-01-14,170.80725777960456,185.32164794737176,161.01875850674173,179.60763184698857,146044,,145.95611907947793,,4.396073304696955,,,1
2025-01-15,102.05844942958025,114.32675334829605,97.6342605931882,111.2050191467126,55347,,144.59333084682046,,0.7699976648893028,,,0
2025-01-16,196.99098521619942,205.3558459420118,177.2376250562665,197.42996833675397,183715,,146.66535584642568,,4.7986238350160875,,,1
2025-01-17,183.24426408004217,201.89883374712244,164.3630772863099,200.22938203020982,90785,,148.7659058928486,,8.123584760547601,,,1
2025-01-20,121.23391106782762,138.5551888578358,120.4453748404575,120.77556352178289,68681,,147.66824540770875,46.365732387753845,4.2978383139464995,,,0
2025-01-21,118.18249672071006,119.08687012283386,104.07099327039629,107.0107713938387,153864,,146.0738346620668,39.47754236121941,0.15343430923564938,,,0
2025-01-22,118.34045098534338,118.86779047528842,99.83548463703006,99.97942358663057,196964,,144.2662106983242,47.49358175041903,-3.6562596427138203,,,0
2025-01-23,130.42422429595376,137.95349163351474,126.8127173934071,134.02608700998175,97299,,143.86463722034998,51.05997060610285,-3.8834226693845437,,,1
2025-01-24,152.4756431632238,168.68670977886046,141.1167385521712,165.8754149474103,67073,,144.72780497435232,52.5188526514809,-1.4764567417745695,,,1
2025-01-27,143.1945018642116,162.94002445051046,124.88473591245075,134.15052496257124,152304,,144.31300967977268,52.46747737371695,-2.104591962616894,,,0
2025-01-28,129.1229140198042,132.13125184187476,128.44399444808823,131.86220942768395,80682,,143.82474300322016,53.989528100259186,-2.755280432297866,213.70400015528475,78.22450860727037,0
2025-01-29,161.18528947223794,173.06790377928064,147.23688412730115,148.7936522702443,174302,,144.0196021901623,42.23858935301309,-1.883023474581023,213.99298569385633,78.52274864489448,1
2025-01-30,113.94938606520418,121.56720319782461,108.00240591775317,120.67784119256538,195361,,143.10423901378596,44.511648618320535,-3.4210290384116604,207.1937512310871,77.93331250383909,0
2025-01-31,129.2144648535218,148.61275280981386,110.72654094599119,124.04819257087863,165359,,142.3569430748484,42.82494954297206,-4.318173127605405,205.74257975801208,76.15461336349132,1
2025-02-03,136.63618432936917,153.47856279208335,117.21501942606182,120.89289803674781,188999,,141.5152158184523,54.5119855994537,-5.223558252886107,204.19589714696568,74.21329884020318,0
2025-02-04,145.6069984217036,162.37357251592636,126.72166863943491,144.0439218942476,116707,,141.61438076260114,46.17020528847509,-4.02657252191932,204.48576752864727,77.2467909261431,1
2025-02-05,178.51759613930136,187.89145933520078,169.03331180615208,173.8756422022282,115428,,142.87952827003753,37.76035413488533,-0.663137950047485,207.5020334494381,80.72052444705315,1
2025-02-06,119.96737821583598,128.26376826258928,102.7265251960497,110.00139373652183,100601,,141.59018966088004,53.217667019839844,-3.115792930032768,207.53714598290898,80.62899925975162,0
2025-02-07,151.42344384136118,156.8915852799753,134.53245587065976,141.40319196263064,183611,,141.58285641781146,57.999630215369095,-2.49689434725434,201.85617293670347,81.70283948770921,1
2025-02-10,159.24145688620425,160.36896681922278,152.85944742133913,158.88978597811644,161487,,142.26155953782342,50.85862615984092,-0.5886056860387328,200.4459902026225,82.03186140285203,1
2025-02-11,104.64504127199977,121.93948879710084,88.06673178898623,106.32961070199198,199817,,140.8524635050457,53.96231701101432,-3.279634469950537,195.84667988206917,79.30336960890571,0
2025-02-12,160.75448519014384,177.01250537274538,160.014332495834,165.30599458400127,78228,,141.811425508142,44.88723448217999,-0.6459468032829534,198.4202240239849,82.13992301071883,1
2025-02-13,117.05241236872915,137.04676583445178,105.12701479908809,124.60871721084422,172788,,141.13680949648327,48.053414228778564,-1.8216615351965686,188.49031745482478,84.787704467288,0
2025-02-14,106.50515929852796,126.43789604000607,101.9049825527739,119.4742450873145,147239,,140.28729716671194,57.1227708330344,-3.1316334001375594,175.3870725143566,89.81543571346663,0
